listing_id,host_is_superhost,neighbourhood_group_cleansed,accommodates,price,review_scores_rating
569,1,Brooklyn,2,110.0,4.86
570,0,Brooklyn,2,55.0,4.71
571,1,Queens,1,65.0,4.81
572,1,Manhattan,1,65.0,4.85
573,0,Brooklyn,5,374.0,4.67
574,1,Manhattan,16,1118.0,4.85
575,0,Bronx,2,150.0,4.86
576,1,Manhattan,2,332.0,4.92
577,0,Staten Island,1,39.0,4.67
578,0,Brooklyn,2,60.0,4.82
579,0,Brooklyn,8,200.0,4.77
580,1,Queens,5,176.0,4.95
581,1,Queens,4,84.0,4.92
582,0,Brooklyn,3,60.0,5.0
583,1,Brooklyn,5,140.0,4.81
584,1,Queens,4,249.0,5.0
585,0,Brooklyn,2,64.0,4.88
586,0,Brooklyn,7,281.0,5.0
587,0,Brooklyn,4,79.0,5.0
588,0,Queens,1,135.0,4.33
589,0,Manhattan,2,185.0,5.0
590,0,Queens,2,179.0,4.61
591,1,Manhattan,4,258.0,4.78
592,0,Brooklyn,2,380.0,4.96
593,1,Queens,2,192.0,4.81
594,0,Manhattan,2,157.0,4.67
595,0,Manhattan,2,120.0,4.7
596,0,Brooklyn,2,59.0,5.0
597,0,Manhattan,2,355.0,4.9
598,0,Brooklyn,2,145.0,4.89
599,0,Manhattan,2,406.0,4.0
600,0,Manhattan,2,180.0,4.78
601,0,Brooklyn,3,240.0,4.91
602,1,Brooklyn,2,270.0,4.89
603,0,Brooklyn,6,191.0,5.0
604,1,Brooklyn,2,161.0,4.81
605,0,Brooklyn,2,298.0,5.0
606,0,Brooklyn,2,44.0,3.67
607,1,Manhattan,1,110.0,4.91
608,0,Manhattan,2,195.0,5.0
609,0,Manhattan,4,607.0,4.5
610,1,Manhattan,4,188.0,4.9
611,0,Manhattan,4,2250.0,5.0
612,0,Brooklyn,4,81.0,4.67
613,1,Brooklyn,7,583.0,4.94
614,0,Manhattan,2,116.0,4.69
615,1,Brooklyn,2,108.0,4.91
616,0,Manhattan,2,360.0,5.0
617,1,Brooklyn,6,354.0,4.92
618,1,Manhattan,2,198.0,4.94
619,1,Manhattan,2,165.0,4.95
620,0,Manhattan,3,205.0,5.0
621,0,Manhattan,1,94.0,5.0
622,0,Brooklyn,2,185.0,4.8
623,1,Brooklyn,4,399.0,5.0
624,0,Manhattan,7,140.0,4.0
625,0,Manhattan,3,120.0,4.54
626,0,Brooklyn,4,142.0,4.68
627,0,Manhattan,4,165.0,5.0
628,1,Manhattan,2,225.0,5.0
629,1,Manhattan,6,230.0,4.57
630,0,Manhattan,5,150.0,4.38
631,0,Manhattan,9,599.0,4.5
632,0,Brooklyn,2,129.0,4.76
633,0,Brooklyn,2,40.0,4.9
634,0,Manhattan,4,165.0,5.0
635,0,Manhattan,2,355.0,4.58
636,0,Manhattan,2,149.0,4.7
637,0,Manhattan,3,160.0,4.0
638,0,Manhattan,8,600.0,5.0
639,0,Manhattan,3,250.0,4.5
640,0,Manhattan,2,180.0,3.5
641,1,Manhattan,6,411.0,4.88
642,1,Bronx,6,125.0,4.73
643,0,Queens,1,55.0,5.0
644,0,Manhattan,4,180.0,4.43
645,1,Queens,2,61.0,5.0
646,0,Manhattan,2,156.0,4.59
647,1,Queens,1,60.0,5.0
648,1,Queens,2,61.0,4.85
649,0,Queens,5,215.0,5.0
650,0,Brooklyn,1,35.0,4.0
651,0,Brooklyn,2,150.0,4.67
652,0,Bronx,4,90.0,4.5
653,1,Bronx,1,49.0,4.81
654,1,Brooklyn,4,422.0,4.85
655,0,Queens,2,110.0,4.82
656,1,Manhattan,2,80.0,5.0
657,1,Queens,1,50.0,5.0
658,0,Brooklyn,4,59.0,4.91
659,0,Queens,2,110.0,4.83
660,0,Queens,4,230.0,5.0
661,1,Staten Island,6,125.0,4.78
662,1,Queens,4,135.0,4.93
663,0,Queens,1,70.0,4.69
664,1,Brooklyn,1,66.0,4.84
665,0,Queens,6,170.0,4.75
666,0,Queens,6,150.0,4.64
667,0,Brooklyn,2,50.0,4.0
668,0,Brooklyn,5,120.0,5.0
669,0,Manhattan,2,149.0,5.0
670,0,Manhattan,4,300.0,4.86
671,0,Manhattan,2,158.0,4.59
672,0,Brooklyn,4,375.0,5.0
673,0,Brooklyn,4,140.0,5.0
674,1,Brooklyn,2,175.0,4.87
675,1,Queens,3,125.0,4.89
676,1,Queens,2,85.0,4.93
677,0,Manhattan,5,300.0,4.5
678,0,Queens,2,65.0,4.87
679,0,Brooklyn,2,221.0,4.87
680,1,Queens,2,132.0,4.25
681,1,Brooklyn,8,220.0,4.8
682,0,Brooklyn,2,189.0,5.0
683,0,Manhattan,3,327.0,4.5
684,0,Manhattan,3,239.0,4.82
685,0,Brooklyn,4,174.0,4.88
686,1,Manhattan,2,83.0,4.74
687,1,Queens,2,108.0,4.87
